_id,id,asset_id,location,alternative_name,type,location_details,url,address,geometry
169,167,102068,Ramsden Park,Ramsden Park Picnic Site 1 Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located north of Picnic Site #1 along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/167/index.html,1020 Yonge St  ,"c(-79.3899386509036, 43.6766309619168)"
170,427,102069,Balmy Beach Park,Balmy Beach Park MacLean Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the Martin Goodman Trail at MacLean Avenue.,https://www.toronto.ca/data/parks/prd/facilities/complex/427/index.html,1 Beech Ave  ,"c(-79.2897582856394, 43.6689235876093)"
171,167,102070,Ramsden Park,Ramsden Park Basketball Court Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located southeast of the basketball courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/167/index.html,1020 Yonge St  ,"c(-79.3911267623614, 43.6762115390482)"
172,167,102071,Ramsden Park,Ramsden Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located at the entrance of the southwest corner of the park along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/167/index.html,1020 Yonge St  ,"c(-79.3962522906885, 43.6758292210299)"
173,167,102072,Ramsden Park,Ramsden Park Tennis Court Bottle Filling Station,Bottle Filling Station,Located south of the tennis courts outside the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/167/index.html,1020 Yonge St  ,"c(-79.3948043189732, 43.676197456878)"
174,77,102073,High Park,High Park James Bell Adventure Playground Bottle Filling Station,Bottle Filling Station,Located next to James Bell Adventure playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/77/index.html,1873 Bloor St  W ,"c(-79.4576691120211, 43.6433434237751)"
175,167,102074,Ramsden Park,Ramsden Park Wading Pool Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located north of the wading pool along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/167/index.html,1020 Yonge St  ,"c(-79.3924166424586, 43.6767896288218)"
176,77,102075,High Park,High Park Parkside Drive Bottle Filling Station,Bottle Filling Station,Located along the pathway north of Picnic Site #26 and west of the washroom building along Parkside Drive.,https://www.toronto.ca/data/parks/prd/facilities/complex/77/index.html,1873 Bloor St  W ,"c(-79.4575697621891, 43.6442812319155)"
177,375,102077,Jesse Ketchum Park,Jesse Ketchum Park Bottle Filling Station,Bottle Filling Station,Located next to the shade structure.,https://www.toronto.ca/data/parks/prd/facilities/complex/375/index.html,1310 Bay St  ,"c(-79.3909592714556, 43.6725902934157)"
178,1009,102078,Chestnut Hills Park,Chestnut Hills Park Bottle Filling Station,Bottle Filling Station,Located on the pathway to the playground from Chestnut Hills Parkway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1009/index.html,1391 Islington Ave  ,"c(-79.5271718418708, 43.6558840533081)"
179,845,102079,Humbertown Park,Humbertown Park Bottle Filling Station,Bottle Filling Station,Located next to the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/845/index.html,7 Wimbleton Rd  ,"c(-79.5205017407153, 43.6576711533278)"
180,2674,102080,Queen's Park,Queen's Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located northeast of the statue in the middle of the park along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2674/index.html,110 Wellesley St  W ,"c(-79.3924481863973, 43.6648834357317)"
181,77,102081,High Park,High Park Maple Leaf Bottle Filling Station,Bottle Filling Station,Located on the pathway south of Hillside gardens.,https://www.toronto.ca/data/parks/prd/facilities/complex/77/index.html,1873 Bloor St  W ,"c(-79.4668116144535, 43.64276820327)"
182,93,102082,Huron Street Playground,Huron Street Playground Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located near the entrance by Lowther Avenue and Huron Street.,https://www.toronto.ca/data/parks/prd/facilities/complex/93/index.html,495 Huron St  ,"c(-79.4021812650708, 43.66941308872)"
183,93,102083,DIEPPE PARK,Dieppe Park Splash Pad Bottle Filling Station,Bottle Filling Station,Located on the outside of the washroom building next to the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/93/index.html,495 Huron St  ,"c(-79.334707405287, 43.6918137974457)"
184,3,102084,James Gardens,James Gardens Bottle Filling Station,Bottle Filling Station,"Located on the washroom building, west of the parking lot.",https://www.toronto.ca/data/parks/prd/facilities/complex/3/index.html,99 Edenbridge Dr  ,"c(-79.5147466207548, 43.6715588811134)"
185,145,102085,Monarch Park,Monarch Park Outdoor Rink Bottle Filling Station,Bottle Filling Station,Located outside the outdoor pool/rink building close to the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/145/index.html,115 Felstead Ave  ,"c(-79.3253989410806, 43.6773208772916)"
186,307,102086,Pottery Playground,Pottery Playground Splash Pad Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located north of the splash pad along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/307/index.html,601 Merton St  ,"c(-79.3786272059284, 43.6996577343619)"
187,2598,102087,Kenaston Park,Kenaston Park Bottle Filling Station,Bottle Filling Station,Located along the pathway at the east end of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/2598/index.html,573 Sheppard Ave  E ,"c(-79.3858622696314, 43.7670091327449)"
188,2283,102088,Main Sewage Treatment Playground,Main Sewage Treatment Playground Rugby Field Bottle Filling Station,Bottle Filling Station,Located north of the rugby field by the west end of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/2283/index.html,1091 Eastern Ave  ,"c(-79.3168299221036, 43.6634602740029)"
189,306,102089,Withrow Park,Withrow Park Wading Pool Bottle Filling Station,Bottle Filling Station,Located west of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/306/index.html,725 Logan Ave  ,"c(-79.3481684212604, 43.676039765922)"
190,114,102090,Langford Parkette,Langford Parkette Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located midway along the main pathway through the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/114/index.html,26 Langford Ave  ,"c(-79.3414286132817, 43.6804749508524)"
191,3733,102091,Logan Green Field,Logan Green Field Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the southwest corner of the park along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/3733/index.html,921 Logan Ave   ,"c(-79.3494986211099, 43.6787731956712)"
192,71,102092,Sir Casimir Gzowski Park,Sir Casimir Gzowski Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the west end of the park on the north side of Sunnyside Boardwalk.,https://www.toronto.ca/data/parks/prd/facilities/complex/71/index.html,2001 Lake Shore Blvd  W ,"c(-79.4687322695819, 43.6338073675783)"
193,1449,102093,Don Valley Brick Works,Don Valley Brick Works Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located on the pathway east of the pavilion and north of the main parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/1449/index.html,550 Bayview Ave  ,"c(-79.3657103683898, 43.6845315468058)"
194,2663,102094,Maple Claire Park,Maple Claire Park Splash Pad Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located south of the splash pad along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2663/index.html,20 Viella St  ,"c(-79.4732011939659, 43.6726216496475)"
195,1501,102095,Leonard Linton Park,Leonard Linton Park Bottle Filling Station,Bottle Filling Station,Located between the playground and the basketball court along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1501/index.html,60 Research Rd  ,"c(-79.3542564854109, 43.7134204921742)"
196,832,102096,Henrietta Park,Henrietta Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain","Located along the pathway, north of the playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/832/index.html,1 Henrietta St  ,"c(-79.4809409271624, 43.6713601247299)"
197,376,102097,Joseph Workman Park,Joseph Workman Park Drinking Water Station,"Drinking Fountain, Dog Fountain",Located east of the pathway along Shank Street.,https://www.toronto.ca/data/parks/prd/facilities/complex/376/index.html,90 Shank St  ,"c(-79.417047544861, 43.641831578984)"
198,343,102098,Riverdale Park East,Riverdale Park East Bottle Filling Station,Bottle Filling Station,Located along the pathway between the outdoor pool and the outdoor ice rink.,https://www.toronto.ca/data/parks/prd/facilities/complex/343/index.html,550 Broadview Ave  ,"c(-79.3567611726158, 43.6724348288965)"
199,540,102099,Charlottetown Park,Charlottetown Park Bottle Filling Station,Bottle Filling Station,Located on the north side of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/540/index.html,65 Charlottetown Blvd  ,"c(-79.1400297529208, 43.781180930298)"
200,1094,102100,Port Union Village Common Park,Port Union Village Common Park Playground Bottle Filling Station,Bottle Filling Station,Located north of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1094/index.html,105 Bridgend St  ,"c(-79.134602320406, 43.7762958413766)"
201,1448,102101,Woolner Park,Woolner Park Basketball Court Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located along  the pathway southeast of the basketball courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/1448/index.html,735 Jane St  ,"c(-79.4926770135721, 43.6709919643275)"
202,831,102102,Harwood Park,Harwood Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the corner of Leigh Street and McCormack Street.,https://www.toronto.ca/data/parks/prd/facilities/complex/831/index.html,51 Leigh St  ,"c(-79.4775143605207, 43.6759820233069)"
203,2308,13247,Brookdale Park,Brookdale Park Drinking Fountain,Drinking Fountain,Located on the pathway north of the playground. ,https://www.toronto.ca/data/parks/prd/facilities/complex/2308/index.html,410 Fairlawn Ave  ,"c(-79.4181241281401, 43.7260158001511)"
204,1044,2125,Alamosa Park,Alamosa Park Drinking Fountain,Drinking Fountain,Located on the pathway near the entrance to the tennis courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/1044/index.html,111 Alamosa Dr  ,"c(-79.3697243020333, 43.7812476605407)"
205,2404,2204,Kenneth Park,Kenneth Park Playground Drinking Fountain,Drinking Fountain,Located west of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2404/index.html,417 Kenneth Ave  ,"c(-79.4107582971031, 43.7772418657923)"
206,2238,2560,Woburn Park - North York,Woburn Park Playground Drinking Fountain,Drinking Fountain,Located south of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2238/index.html,575 Cranbrooke Ave  ,"c(-79.4283023127123, 43.7235252826233)"
207,131,13287,Memorial Park - North York,Memorial Park North York Track Drinking Fountain,Drinking Fountain,Located at the west end of the track.,https://www.toronto.ca/data/parks/prd/facilities/complex/131/index.html,340 Chaplin Cres  ,"c(-79.4228255863443, 43.7050559846556)"
208,2725,18782,Toronto Islands - Centre Island,Toronto Islands - Centre Island Boathouse Drinking Fountain,Drinking Fountain,Located southwest of the boathouse on the south side of the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2725/index.html,9 Queens Quay  W ,"c(-79.3718964972067, 43.618241737487)"
209,2725,18786,Toronto Islands - Centre Island,Toronto Islands - Centre Island West Fountain Drinking Fountain,Drinking Fountain,Located north of the west end ornamental fountains by the Pier.,https://www.toronto.ca/data/parks/prd/facilities/complex/2725/index.html,9 Queens Quay  W ,"c(-79.3732195315379, 43.6174651193868)"
210,2725,18784,Toronto Islands - Centre Island,Toronto Islands - Centre Island South Pier Snack Bar Drinking Fountain,Drinking Fountain,Located west of the Centre Island Park Pier Snack Bar/Bike Rental building.,https://www.toronto.ca/data/parks/prd/facilities/complex/2725/index.html,9 Queens Quay  W ,"c(-79.3722952774592, 43.6168853078436)"
211,2543,18746,Toronto Islands - Olympic Island,Toronto Islands - Olympic Island Picnic Site 18 Drinking Fountain,Drinking Fountain,Located on the south side of the pathway south of Picnic Site #18.,https://www.toronto.ca/data/parks/prd/facilities/complex/2543/index.html,9 Queens Quay  W ,"c(-79.3752497449743, 43.6228672714286)"
212,2543,18747,Toronto Islands - Olympic Island,Toronto Islands - Olympic Island Lagoon Theatre Drinking Fountain,Drinking Fountain,Located northwest of the Olympic Island Park Lagoon Theatre on the north side of the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2543/index.html,9 Queens Quay  W ,"c(-79.3765769490939, 43.6224243305976)"
213,729,18703,Pinto Park,Pinto Park Drinking Fountain,Drinking Fountain,"Located at the north end of the park, along Pinto Drive.",https://www.toronto.ca/data/parks/prd/facilities/complex/729/index.html,23 Pinto Dr  ,"c(-79.3405199122692, 43.7914629276777)"
214,129,2323,FALSTAFF PARK,Falstaff Park Drinking Fountain,Drinking Fountain,Located on the grassy area south of the basketball courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/129/index.html,60 Felstead Ave  ,"c(-79.5028828732757, 43.7165964214487)"
215,685,13282,Lissom Park,Lissom Park Drinking Fountain,Drinking Fountain,Located in the grassy area northwest of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/685/index.html,338 Homewood Ave  ,"c(-79.4415220506486, 43.7856240584659)"
216,865,13305,Willowdale Park,Willowdale Park Playground Drinking Fountain,Drinking Fountain,Located north of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/865/index.html,75 Hollywood Ave  ,"c(-79.4075285513575, 43.7662403090869)"
217,663,13277,Hullmar Park,Hullmar Park Drinking Fountain,Drinking Fountain,"Located on the south side of the north pathway, north of the baseball diamond.",https://www.toronto.ca/data/parks/prd/facilities/complex/663/index.html,97 Hullmar Dr  ,"c(-79.5258409470241, 43.7652220222162)"
218,2274,13257,Dubray Parkette,Dubray Parkette Drinking Fountain,Drinking Fountain,Located next to the entrance to the bocce courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/2274/index.html,28 Dubray Ave  ,"c(-79.4782429147419, 43.7296570560731)"
219,205,2600,St. Patricks Square,St. Patricks Square Drinking Fountain,Drinking Fountain,Located on the southeast corner of the square.,https://www.toronto.ca/data/parks/prd/facilities/complex/205/index.html,14 St Patricks Sq  ,"c(-79.3905223438711, 43.6505419917366)"
220,68,2293,Grace - College Parkette,Grace - College Parkette Drinking Fountain,Drinking Fountain,Located at the southwest corner of Grace and College Streets.,https://www.toronto.ca/data/parks/prd/facilities/complex/68/index.html, Grace St  ,"c(-79.4156402003632, 43.6548697689845)"
221,332,2643,Sally Bird Park,Sally Bird Park Fitness Area Drinking Fountain,Drinking Fountain,Located north of the outdoor fitness equipment area along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/332/index.html,194 Brunswick Ave  ,"c(-79.4065616516621, 43.6629365363952)"
222,2710,2744,Underpass Park,Underpass Park Playground Drinking Fountain,Drinking Fountain,Located at the northeast corner of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2710/index.html,33 St. Lawrence St  ,"c(-79.3551447414912, 43.6555498597884)"
223,2181,13249,Burnett Park,Burnett Park Drinking Fountain,Drinking Fountain,Located on the grassy area north of where the pathway meets Burnett Avenue.,https://www.toronto.ca/data/parks/prd/facilities/complex/2181/index.html,352 Burnett Ave  ,"c(-79.431292767641, 43.7601725602685)"
224,337,13260,Earl Bales Park,Earl Bales Park Community Centre Drinking Fountain,Drinking Fountain,Located near the front entrance to the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/337/index.html,4169 Bathurst St  ,"c(-79.4341192792899, 43.7544480520584)"
225,28,13296,Sunnybrook Park,Sunnybrook Park Concession Stand Drinking Fountain,Drinking Fountain,Located outside the snack/concussion stand on the north side.,https://www.toronto.ca/data/parks/prd/facilities/complex/28/index.html,1132 Leslie St  ,"c(-79.3627613972242, 43.7230735748667)"
226,71,2621,Sir Casimir Gzowski Park,Sir Casimir Gzowski Park Wading Pool Drinking Fountain,Drinking Fountain,Located south of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/71/index.html,2001 Lake Shore Blvd  W ,"c(-79.4650692910483, 43.6355488884137)"
227,745,13293,Roding Park,Roding Park Outdoor Pool Drinking Fountain,Drinking Fountain,Located on the deck of the outdoor pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/745/index.html,600 Roding St  ,"c(-79.4923288428358, 43.7290410502511)"
228,71,2620,Sir Casimir Gzowski Park,Sir Casimir Gzowski Park Drinking Fountain,Drinking Fountain,Located along the pathway leading from the southeast end of the east parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/71/index.html,2001 Lake Shore Blvd  W ,"c(-79.4610497688238, 43.6367472519489)"
229,1457,13256,Driftwood Park,Driftwood Park Playground Drinking Fountain,Drinking Fountain,Located in the centre of the park at the south end of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/1457/index.html,44 Tobermory Dr  ,"c(-79.5128353164078, 43.7623715992868)"
230,338,2371,David Crombie Park,David Crombie Park Playground Drinking Fountain,Drinking Fountain,Located on the pathway east of the playground. ,https://www.toronto.ca/data/parks/prd/facilities/complex/338/index.html,131 The Esplanade  ,"c(-79.364755584235, 43.649319164171)"
231,2543,2532,Toronto Islands - Olympic Island,Toronto Islands - Olympic Island Picnic Site 23 Drinking Fountain,Drinking Fountain,Located on the east side of the pathway east of picnic site #23.,https://www.toronto.ca/data/parks/prd/facilities/complex/2543/index.html,9 Queens Quay  W ,"c(-79.3732181502104, 43.621637044812)"
232,540,2695,Charlottetown Park,Charlottetown Park Drinking Fountain,Drinking Fountain,Located along the pathway southeast of the tennis courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/540/index.html,5450 Lawrence Ave  E ,"c(-79.1400090515946, 43.7806763417143)"
233,698,2192,L'Amoreaux Sports Complex,Kidstown Waterpark Drinking Fountain,Drinking Fountain,Located on the outside of the washroom building near the entrance of the changerooms.,https://www.toronto.ca/data/parks/prd/facilities/complex/698/index.html,100 Silver Springs Blvd  ,"c(-79.3093374046061, 43.8069959212961)"
234,241,2515,Trinity Bellwoods Park,Trinity Bellwoods Park Baseball Diamond Drinking Water Station,"Drinking Fountain, Dog Fountain","Located along the pathway, west of the north end baseball diamond.",https://www.toronto.ca/data/parks/prd/facilities/complex/241/index.html,790 Queen St  W ,"c(-79.4151576782649, 43.6493656835304)"
235,865,13307,Willowdale Park,Willowdale Park Sheppard Avenue Entrance Drinking Fountain,Drinking Fountain,Located near the Sheppard Avenue park entrance along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/865/index.html,75 Hollywood Ave  ,"c(-79.4040644543493, 43.7632025481248)"
236,956,13285,Mel Lastman Square,Mel Lastman Square Upper Level Drinking Fountain,Drinking Fountain,Located on the upper level of the north staircase.,https://www.toronto.ca/data/parks/prd/facilities/complex/956/index.html,5100 Yonge St  ,"c(-79.4136545243663, 43.7679261007329)"
237,449,13124,Avondale Park,Avondale Park Drinking Fountain,Drinking Fountain,Located on the pathway at the south end of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/449/index.html,15 Humberstone Dr  ,"c(-79.4071692149844, 43.7572353516186)"
238,11,13268,G. Ross Lord Park,G. Ross Lord Park Sport Pavillion Parking Lot Drinking Fountain,Drinking Fountain,Located on the grassy area on the north side of the sport pavillion parking lot. ,https://www.toronto.ca/data/parks/prd/facilities/complex/11/index.html,4801 Dufferin St  ,"c(-79.4638976748888, 43.7799544336404)"
239,645,2292,Gracedale Park,Gracedale Park Drinking Fountain,Drinking Fountain,Loacted on the grassy area south of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/645/index.html,176 Gracedale Blvd  ,"c(-79.561351846848, 43.7525113396301)"
240,683,2175,Lindylou Park,Lindylou Park Drinking Fountain,Drinking Fountain,Located across the pathway from the shade structure.,https://www.toronto.ca/data/parks/prd/facilities/complex/683/index.html,14 Lanyard Rd  ,"c(-79.5450431200993, 43.7495598342136)"
241,761,2592,Stanley Park,Stanley Park Outdoor Pool Drinking Fountain,Drinking Fountain,Located on the north side of the outdoor pool deck.,https://www.toronto.ca/data/parks/prd/facilities/complex/761/index.html,27 Stanley Rd  ,"c(-79.5160321727785, 43.7423082307228)"
242,798,2430,Centennial Park - Etobicoke,Centennial Park Etobicoke Picnic Site 3 Drinking Fountain,Drinking Fountain,Located on the grassy area south of the pinic table area.,https://www.toronto.ca/data/parks/prd/facilities/complex/798/index.html,256 Centennial Park Rd  ,"c(-79.5864135656906, 43.6503500108831)"
243,840,2330,Eringate Park,Eringate Park South Baseball Diamond Drinking Fountain,Drinking Fountain,Located on the west side of the south baseball diamond. ,https://www.toronto.ca/data/parks/prd/facilities/complex/840/index.html,121 Wellesworth Dr  ,"c(-79.58139872334, 43.661613512044)"
244,873,2227,West Deane Park,West Deane Park Tennis Court Drinking Fountain,Drinking Fountain,Located northwest of the tennis court close to the allotment garden.,https://www.toronto.ca/data/parks/prd/facilities/complex/873/index.html,19 Sedgebrook Cres  ,"c(-79.5594188335949, 43.6636071335105)"
245,484,2500,Amesbury Park,Amesbury Park Baseball Diamond Drinking Fountain,Drinking Fountain,Located on the pathway east of the central baseball diamond.,https://www.toronto.ca/data/parks/prd/facilities/complex/484/index.html,151 Culford Rd  ,"c(-79.4807823563901, 43.7069543546299)"
246,611,2381,Cruickshank Park,Cruickshank Park Drinking Fountain,Drinking Fountain,Located on the grassy area near the pathway west of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/611/index.html,2196 Weston Rd  ,"c(-79.5257687537956, 43.7024166659847)"
247,1466,2281,Harding Park,Harding Park Drinking Fountain,Drinking Fountain,Location on the west side of the main pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1466/index.html,59 Hearst Cir  ,"c(-79.4979067526631, 43.6997136897461)"
248,2523,2705,Pearen Park,Pearen Park Playground Drinking Fountain,Drinking Fountain,Located north of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2523/index.html,30 Pearen St  ,"c(-79.4924211014386, 43.6869242521422)"
249,723,2704,Pelmo Park,Pelmo Park Playground Drinking Fountain,Drinking Fountain,Located next to the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/723/index.html,171 Pellatt Ave  ,"c(-79.5192991429763, 43.7135024407036)"
250,20,2504,Alexander Street Parkette,Alexander Street Parkette Drinking Fountain,Drinking Fountain,Located on the west pathway near Alexander Street.,https://www.toronto.ca/data/parks/prd/facilities/complex/20/index.html,16 Alexander St  ,"c(-79.3827903814354, 43.6632272784146)"
251,2698,2448,Budd Sugarman Park,Budd Sugarman Park Drinking Fountain,Drinking Fountain,Located on a pathway just beside Yonge Street.,https://www.toronto.ca/data/parks/prd/facilities/complex/2698/index.html,955 Yonge St  ,"c(-79.3889111593664, 43.67595912476)"
252,370,2382,Craigleigh Gardens,Craigleigh Gardens Drinking Water Station,"Drinking Fountain, Dog Fountain",Located on the pathway just inside the gates from South Drive.,https://www.toronto.ca/data/parks/prd/facilities/complex/370/index.html,160 South Dr  ,"c(-79.3734534320018, 43.6773302720357)"
253,338,2370,David Crombie Park,David Crombie Park Wading Pool Drinking Fountain,Drinking Fountain,Located on the pathway between the sidewalk and the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/338/index.html,131 The Esplanade  ,"c(-79.3694142895838, 43.6484460008432)"
254,440,2306,George Hislop Park,George Hislop Park Drinking Fountain,Drinking Fountain,"Located at the north end of the park, beside Charles Street East.",https://www.toronto.ca/data/parks/prd/facilities/complex/440/index.html,20 Isabella St  ,"c(-79.3852165286797, 43.6687232924659)"
255,377,2187,Larry Sefton Park,Larry Sefton Park Drinking Fountain,Drinking Fountain,Located in the middle of Larry Sefton park.,https://www.toronto.ca/data/parks/prd/facilities/complex/377/index.html,500 Bay St  ,"c(-79.3835311627672, 43.6544190763108)"
256,841,2328,Esther Lorrie Park,Esther Lorrie Park Drinking Fountain,Drinking Fountain,Located on the grassy area west of the parking lot. ,https://www.toronto.ca/data/parks/prd/facilities/complex/841/index.html,50 Westhumber Blvd  ,"c(-79.5797464939452, 43.7271691307271)"
257,874,2740,Westway Park,Westway Park Baseball Diamond Drinking Fountain,Drinking Fountain,Located west of the baseball diamond.,https://www.toronto.ca/data/parks/prd/facilities/complex/874/index.html,175 The Westway ,"c(-79.5420648154462, 43.6874090450926)"
258,960,2634,Wincott Park,Wincott Park Playground Drinking Fountain,Drinking Fountain,Located south of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/960/index.html,86 Northcrest Rd  ,"c(-79.5513338167458, 43.6922710452614)"
259,1923,2439,Cashman Park,Cashman Park Drinking Fountain,Drinking Fountain,Located on the grassy area in the south west part of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/1923/index.html,4 Langmuir Cres  ,"c(-79.4935178366302, 43.6554452759664)"
260,37,2145,Maria Street Parkette,Maria Street Parkette Drinking Fountain,Drinking Fountain,Located at the entrance to the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/37/index.html,240 Maria St  ,"c(-79.4805516924247, 43.6665051278087)"
261,247,2710,Ormskirk Park,Ormskirk Park Playground Drinking Fountain,Drinking Fountain,Located south of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/247/index.html,33 Ormskirk Crt  ,"c(-79.4756635162812, 43.6407853621359)"
262,536,2465,Bluehaven Park,Bluehaven Park Drinking Fountain,Drinking Fountain,Located on the grassy area south of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/536/index.html,19 Blue Haven Cres  ,"c(-79.5567589273992, 43.7453928913091)"
263,559,2321,Fennimore Park,Fennimore Park Playground Drinking Fountain,Drinking Fountain,Located on the pathway south of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/559/index.html,78 Fennimore Cres  ,"c(-79.5218988708831, 43.7454136359194)"
264,1104,2605,St. Clements - Yonge Parkette,St. Clements - Yonge Parkette Drinking Fountain,Drinking Fountain,Located along the pathway on the west side of the park. ,https://www.toronto.ca/data/parks/prd/facilities/complex/1104/index.html,14 St Clements Ave  ,"c(-79.400035445137, 43.713144513923)"
265,2370,2271,Hickorynut Parkette,Hickorynut Parkette Drinking Fountain,Drinking Fountain,Located on the east side of the main pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2370/index.html,87 Hickorynut Dr  ,"c(-79.3264566787057, 43.7750936495654)"
266,215,2455,Broadlands Park,Broadlands Park Drinking Fountain,Drinking Fountain,Located at the pathway intersection east of the tennis courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/215/index.html,19 Castlegrove Blvd  ,"c(-79.3214966114824, 43.7457029372719)"
267,2440,2178,Leslie Park,Leslie Park Playground Drinking Fountain,Drinking Fountain,Located south of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2440/index.html,5200 Leslie St  ,"c(-79.3677368386552, 43.7847871206614)"
268,494,2401,Clydesdale Park,Clydesdale Park Drinking Fountain,Drinking Fountain,Located on the west side of the clubhouse. ,https://www.toronto.ca/data/parks/prd/facilities/complex/494/index.html,116 Clydesdale Dr  ,"c(-79.3294112226151, 43.7834397535431)"
269,1748,2640,Scarboro Crescent Park,Scarboro Crescent Park Splash Pad Drinking Fountain,Drinking Fountain,Located north of the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/1748/index.html,61 Undercliff Dr  ,"c(-79.2419965833328, 43.7052120633468)"
270,2207,2421,Chater Court Park,Chater Court Park Drinking Fountain,Drinking Fountain,Located on the pathway between Englemount Avenue and the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2207/index.html,1 Chater Crt  ,"c(-79.4367085107962, 43.714196758253)"
271,637,2304,Giltspur Park,Giltspur Park Drinking Fountain,Drinking Fountain,Located between the playground and bocce courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/637/index.html,85 Magellan Dr  ,"c(-79.5081868430899, 43.7357697889135)"
272,2373,2245,Hillmount Parkette,Hillmount Parkette Playground Drinking Fountain,Drinking Fountain,Located north of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2373/index.html,393 Hillmount Ave  ,"c(-79.451745712054, 43.7062662062145)"
